资料编号,文件标题,质量状态,状态原因,是否可引用,缺失字段,人工复核状态,更新时间
AUTO-20260502-1C4010163C,关于公布2022年9、10月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-D6CB362613,国家能源局浙江监管办公室关于发布浙江电网2023年10-12月份“两个细则”运行结果的通知 2024-03-11,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B082375700,关于公布2023年1、2月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-2DEB917D91,关于印发《四川新建电源接入电网监管实施细则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-D745981CF2,国家能源局浙江监管办公室关于发布浙江电网2024年1-3月份“两个细则”运行结果的通知 2024-06-05,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-84CFE51CF3,关于公布2023年3、4月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-7F6A0EC8C5,关于印发《四川省两项改革涉改乡镇农村电网巩固提升项目省级预算内基本建设投资补助管理办法》的通知（川发改能源规〔2024〕61号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-04A8BBEF37,关于印发《四川省电力辅助服务管理实施细则》和《四川省电力并网管理实施细则》的通知 2024-03-01,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-82D7DD7E71,关于公布2023年5月、6月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-AC38FC825D,关于公布2023年7月、8月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-12D273D838,关于公布2023年11月、12月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-95AA629F47,关于公布2023年9月、10月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-D2E612383A,上海市经济信息化委关于发布 《上海电力供应环境可持续性关键绩效指标报告 （2023年度）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-78C667A747,国家能源局西北监管局关于报送2023年度电网企业和发电企业价格与成本信息的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-6712165152,国家能源局浙江监管办公室关于发布浙江电网2024年7-9月份“两个细则”运行结果的通知 2024-12-18,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-6AF7FE5926,国家能源局浙江监管办公室关于发布浙江电网2024年10-12月份“两个细则”运行结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-755A9B598E,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-EA3CB8F3CF,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-60B47C167C,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-E6C404A9A8,浙江能源监管办关于认真贯彻落实《电网安全风险管控办法》的通知 2025-01-07,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3623F08B0E,国家能源局浙江监管办公室关于发布浙江电网2025年4-6月份“两个细则”运行结果的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-E67230368E,四川省能源局关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-CC59936556,关于印发《四川省电网侧新型储能项目清单（2025年度）》的通知(川发改能源〔2025〕309号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-717F870021,四川省能源局 国家能源局四川监管办公室关于进一步加强我省电网建设项目质量监督和启动验收管理的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-8B017B6B7F,山西省能源局 国家能源局山西监管办公室 国网山西省电力有限公司关于进一步加强新能源配套送出工程管理推动新能源高质量发展的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-F3F5060517,四川省发展和改革委员会关于地方电网居民生活用电执行低谷电价政策有关事项的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-A3BBD32046,关于印发《四川省电网侧新型储能项目清单（2025年第二批）》的通知(川发改能源〔2025〕518号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B841DF8667,华中能源监管局关于公开征求《川渝藏省间电力互济交易实施细则（征求意见稿）》意见的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-94192CD7A5,关于促进可再生能源绿色电力证书市场高质量发展的意见(发改能源〔2025〕262号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-9C1051AE3A,关于促进电网高质量发展的指导意见(发改能源〔2025〕1710号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-11A59453A9,关于加强和规范电网规划投资管理工作的通知(发改能源规〔2020〕816号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-A406C4F625,关于印发《加快构建新型电力系统行动方案(2024—2027年)》的通知(发改能源〔2024〕1128号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-8FBE71AB3F,关于新形势下配电网高质量发展的指导意见(发改能源〔2024〕187号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-135D10C5E6,关于核定2020～2022年区域电网输电价格的通知(发改价格规〔2020〕1441号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-F1C4251461,关于第三监管周期区域电网输电价格及有关事项的通知(发改价格〔2023〕532号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3F932A6BA5,关于组织开展电网企业代理购电工作有关事项的通知(发改办价格〔2021〕809号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-A3DEF63765,关于跨电网经营区常态化电力交易机制方案的复函(发改体改〔2025〕915号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-EC360A7FC3,关于进一步做好电网企业代理购电工作的通知(发改办价格〔2022〕1047号),机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-2D4C6E9F5F,华北能源监管局关于印发蒙西电力市场调频、备用两个辅助服务交易实施细则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-AD195410B7,华北能源监管局关于印发京津冀绿色电力市场化交易规则及配套优先调度实施细则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-0CBB75111D,关于将《华东电网备用辅助服务市场运营规则（试行）》转入正式运行的公告,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-447019A4E0,华北能源监管局关于印发华北电力调峰辅助服务市场运营规则（试运行版）的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-618DBAA604,华北能源监管局关于印发京津唐电网参与跨区域省间可再生能源电力现货交易差额收益分配方案的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-988283654F,华北能源监管局关于印发《华北电力调峰辅助服务市场运营规则》（2019年修订版）的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-59B23CBDC6,华北能源监管局关于征求蒙西电力市场调频和备用辅助服务交易实施细则意见的函,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-F372A8F2B7,华北能源监管局关于修订《河北南网电力调峰辅助服务市场运营规则》部分条款的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-CE737F8C61,关于转发国家能源局《发电企业与电网企业电费结算办法》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-91EDC8EDE9,华北能源监管局关于进一步规范电力调峰辅助服务市场结算流程的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-E3C5794853,关于南方（以广东起步）电力现货市场 2022年结算试运行市场监管有关事项的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-83C288CD96,关于印发《上海市省间清洁购电交易机制实施办法》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-E85F70E1D4,关于印发《上海市省间清洁购电交易机制实施办法（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-DAE6DF96FD,广东省能源局 国家能源局南方监管局关于印发广东省新型储能参与电力市场交易实施方案的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-BCB05B4725,关于印发《新疆电力中长期交易实施细则（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-9542D0479B,关于印发《新疆电力辅助服务市场运营规则（试行）》的解释说明的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B2EA2CE0EA,京津冀绿色电力市场化交易规则（试行）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-6A0C52BCCB,国家能源局福建监管办公室关于印发《福建省电力调频辅助服务市场交易规则（试行）》的通知（闽监能市场〔2018〕140号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B12FCEA11A,华北能源监管局关于公示华北电力调峰辅助服务市场模拟运行试结算报告的公告,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-5B403CA863,关于印发《〈新疆电力辅助服务市场运营规则（试行）〉的说明》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-FB2BC17138,华北能源监管局关于延长华北电力调峰辅助服务市场运行时间的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-94ED2262D3,华北能源监管局关于公示内蒙古电力调峰辅助服务市场模拟运行试结算报告的公告,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-602A69864D,华北能源监管局关于征求蒙西电力市场交易规则意见的函,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-2B57477E38,华北能源监管局关于印发蒙西电力市场系列规则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-CFD8C2584A,华北能源监管局关于征求华北电力调峰辅助服务市场运营规则修订意见的函,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-635E7480F1,华北能源监管局关于修订蒙西电网“两个细则”部分条款的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-6A681BBFA9,华北能源监管局关于征求《河北南网电力调峰辅助服务市场运营规则》意见的函,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-342ED97968,华北能源监管局关于开展河北南网电力调峰辅助服务市场模拟运行的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-104BC7F6EB,福建能源监管办关于印发《福建省电力调频辅助服务市场交易规则（试行）（2019年修订版）》的通知（闽监能市场〔2019〕113 号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-DA8C7B1FD4,华北能源监管局关于公开征求京津唐电网电力中长期交易结算规则意见的公告,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-FD0E0EB601,关于征求《四川自动发电控制辅助服务市场交易细则（试行）（2020年修订版）》（征求意见稿）意见的函,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3D0367B587,关于印发《四川电力中长期交易规则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3CD55C11B6,关于印发《四川电力中长期交易规则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3309DC7CA7,关于开展电力市场交易规则体系建设情况调研的函,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-D90E15BDC5,关于印发《南方区域电力市场监管实施办法（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-08415C6396,南方能源监管局审定发布2022年南方（以广东起步）现货市场试运行市场规则体系,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-78DE621070,关于四川电网第三监管周期输配电价及有关事项的通知（川发改价格〔2023〕233号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-ABF8F264A5,关于印发《上海市绿色电力交易实施方案》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-70D4C9F4D7,关于印发《上海市配电网升级改造三年行动计划 （2023－2025年）实施方案》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-8F611517B8,关于印发《上海市新型电力系统调节能力奖励资金管理办法》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-35862D6B84,关于转发《国家发展改革委关于第三监管周期省级电网输配电价及有关事项的通知》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-1C89E2775E,关于转发《国家发展改革委办公厅 国家能源局综合司关于加快推进电力现货市场建设工作的通知》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-25191CE6EB,关于转发《国家能源局关于印发的通知》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-570F289F2B,内蒙古自治区能源局 国家能源局华北监管局 内蒙古自治区发展改革委关于蒙西电力现货市场由试运行转入正式运行的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-7ECF6F91DA,内蒙古自治区能源局 自治区工业和信息化厅关于印发《内蒙古自治区蒙西电网需求侧响应实施细则（1.0版）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-80D4ECD388,北京市经济和信息化局关于印发《北京市新型储能产业发展实施方案（2024—2027年）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-5CD4474B0A,广东省发展改革委 广东省能源局转发关于进一步推动新型储能参与电力市场和调度运用和“十四五”新型储能发展实施方案的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-C970B071A7,广东省能源局关于印发广东省推进能源高质量发展实施方案的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B8AE541F27,关于印发《山东省电力用户与发电企业直接交易规则(试行)》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-8836090C52,关于修订《山东省电力用户与发电企业直接交易规则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-9D85E1DB7A,关于印发《贵州省电力市场交易规则（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-BD7CBEE06E,关于转发《国家发展改革委 国家能源局关于印发的通知》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-82EA1B2BDB,关于修订2017年电力直接交易规则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-16C823ACD2,关于印发《新疆电力辅助服务市场运营规则（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-D4AAD508AA,关于印发《江苏省电力中长期交易规则（暂行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-C0039114F9,福建能源监管办关于征求《福建省电力市场交易规则(试行)》拟修订和补充条款意见的函（闽监能函〔2018〕148 号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-936B478D1F,关于做好2019年电力市场化交易注册绑定有关工作的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-5359AA8284,华北能源监管局关于印发《冀北电网集中式光伏扶贫电站优先调度实施细则（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-5B0D55E3A4,关于印发《新疆区域新能源发电企业与燃煤自备电厂调峰替代交易实施细则（暂行）》补充条款的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-2950343FAA,关于印发《新疆区域电力市场信息披露实施细则（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B2EB4E219D,国家能源局福建监管办公室关于印发《福建省电力辅助服务（调峰）交易规则（试行）》补充修订内容的通知（闽监能市场〔2018〕138号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-F9FA14325D,江苏能源监管办关于印发《江苏增量配电网企业供电服务规范（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-60F4C79A3D,关于印发《新疆电力市场监管实施细则（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-F67E0AF46B,山东能源监管办关于征求风电场并网管理运行管理实施细则修订意见的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-565A5A12EC,国家能源局印发《关于加强电力中长期交易监管的意见》的通知（国能发监管〔2019〕70号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B0BD036641,关于转发《国家能源局印发关于加强电力中长期交易监管的意见的通知》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-91F27D9B7D,关于印发《新疆电力市场信息报送实施细则（试行）》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-975B75285D,福建能源监管办关于征求《福建省电力调峰辅助服务交易规则（试行）（2020年修订版）》（征求意见稿）修改意见的函,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3BF8700E79,国家能源局福建监管办公室关于印发《福建省电力调峰辅助服务交易规则(试行)(2020年修订版)》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-A765E1CC44,国家能源局华中监管局关于印发《华中区域并网发电厂辅助服务管理实施细则》和《华中区域发电厂并网运行管理实施细则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-CCC64E163E,华北能源监管局关于公开征求京津冀绿色电力市场化交易规则和京津冀绿色电力市场化交易优先调度实施细则意见,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-7E77F18093,关于印发《南方区域发电厂并网运行管理实施细则》及《南方区域并网发电厂辅助服务管理实施细则》（2020,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-816135392C,市工业和信息化局关于印发2021年春节期间电力需求响应实施细则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-DD952557A2,四川能源监管办发布新版电力中长期交易规则,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-63DBCD549E,关于印发《广东、广西、海南及南方区域跨省区清洁能源消纳情况综合监管实施方案》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-BD716B69BA,关于印发福建省配电网建设及供电能力重点监管工作方案的通知（闽监能稽查〔2021〕40号 ）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-9819FB14BF,市工业和信息化局关于印发2021年夏季电力需求响应实施细则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-887CA055C6,关于统调统分燃煤发电市场化交易配比电量上网电价有关事项的通知（川发改价格〔2021〕265号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-C561726DF7,国家能源局华中监管局 西藏自治区能源局关于印发《西藏自治区电力中长期交易实施细则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-E0C1290415,浙江能源监管办关于印发2022年浙江省电力中长期交易相关合同示范文本的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-FCBBC795F1,国家能源局南方监管局广西壮族自治区工业和信息化厅关于《印发广西电力中长期交易规则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-10954479AD,市工业和信息化局关于做好天津市2022年电力市场化交易工作的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-A53E2100B8,关于印发《四川省电网企业代理购电工作实施方案》的通知（川发改价格〔2021〕544号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-7EEF2D35E6,市工业和信息化局关于印发2022年电力需求响应实施细则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-0E281D1CAE,山西省能源局关于印发《源网荷储一体化项目管理办法》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-0FBB03FA6C,关于印发《南方区域电力并网运行管理实施细则》《南方区域电力辅助服务管理实施细则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-C9353A3B5B,关于印发《江苏电力并网运行管理实施细则》《江苏电力辅助服务管理实施细则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-94D2FE448E,山西省能源局关于印发《“十四五”新型储能发展实施方案》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-DEF04B1A76,市工业和信息化局关于做好天津市2023年电力市场化交易工作的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-4804A59980,市工业和信息化局关于印发2023年春节期间电力需求响应实施细则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3905C0AD10,山西省发展和改革委员会山西省能源局关于印发《山西省煤炭行业碳达峰实施方案》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-26D33939CF,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-2AB70BEFDC,国家能源局西北监管局关于印发《西北区域电力并网运行管理实施细则》《西北区域电力辅助服务管理实施细则》补充规则的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-116B918776,关于开展2025年电网侧新型储能项目申报工作的通知（川发改能源〔2025〕65号）,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-07800C683B,山西省能源局关于加强2025年新型储能管理工作的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-A0DC054507,福建能源监管办关于公开征求《福建电力市场规则体系管理办法（试行）（征求意见稿）》意见的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
AUTO-20260502-DC02450597,山西省能源局关于印发2025年第三季度新型储能项目库调整清单的通知,机器抽取,由规则词典抽取，尚未人工校验,否,,待人工复核,2026-05-05 01:24:21
