资料编号,文件标题,发布日期,文号,适用地区,来源类型,有效状态,质量状态,政策工具,约束机制,激励机制,适用主体,市场环节,价格机制,交易品种,结算机制,考核机制,低碳目标,规划场景,投资影响,商业模式影响,风险约束,证据摘录,抽取方法,人工复核状态,更新时间
AUTO-20260502-12D273D838,关于公布2023年11月、12月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知,2024-04-09,西北监能市场〔2018〕66号,新疆,监管规则,现行有效,机器抽取,命令控制;市场机制;财政金融;信息披露;监管执法,并网约束;信息约束,补偿收益,电网企业;发电企业;交易机构,发电;输配电;调度运行;辅助服务,,,,运行考核,,,收益机制明确;并网条件影响,辅助服务收益,并网消纳风险;合规监管风险,关于公布2023年11月、12月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知 国家能源局新疆监管办公室 国家能源局新疆监管办公室 新疆 监管规则 电网 电网 关于公布2023年11月、12月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知 2024-04-09； | OCR文本待人工复核 关于公布2023年11月、12月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 2024-04-09 10:22 来源：新疆监管办 字体： 北京电力交易中心有限公司、国家电网公司西北分部、国网新疆电力有限公司、新疆电力交易中心有限公司、新疆区域内各发电 | 附件： 3.202 1.202 月新疆电网 “两个细则”考核补偿公布结果 2.202 3.202 月天中直流配套电源 .202 月吉泉直流配套电源 国家能源局新疆监管办公室 （主动公开） 关于公布2023年11月、12月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知.pdf 附件2：2023年12月新疆电网“两个细则”考核补偿公布结果.xls,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-95AA629F47,关于公布2023年9月、10月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知,2024-04-09,西北监能市场〔2018〕66号,新疆,监管规则,现行有效,机器抽取,命令控制;市场机制;财政金融;信息披露;监管执法,并网约束;信息约束,补偿收益,电网企业;发电企业;交易机构,发电;输配电;调度运行;辅助服务,,,,运行考核,,,收益机制明确;并网条件影响,辅助服务收益,并网消纳风险;合规监管风险,关于公布2023年9月、10月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知 国家能源局新疆监管办公室 国家能源局新疆监管办公室 新疆 监管规则 电网 电网 关于公布2023年9月、10月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知 2024-04-09； | OCR文本待人工复核 关于公布2023年9月、10月新疆电网、 天中、吉泉直流配套电源“两个细则” 考核补偿结果的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 2024-04-09 10:18 来源：新疆监管办 字体： 北京电力交易中心有限公司、国家电网公司西北分部、国网新疆电力有限公司、新疆电力交易中心有限公司、新疆区域内各发 | 附件： 3.202 1.202 月新疆电网 “两个细则”考核补偿公布结果 2.202 3.202 月天中直流配套电源 .202 月吉泉直流配套电源 国家能源局新疆监管办公室 （主动公开） 关于公布2023年9月、10月新疆电网、天中、吉泉直流配套电源“两个细则”考核补偿结果的通知.pdf 附件2：2023年10月新疆电网“两个细则”考核补偿公布结果.xls ,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-D2E612383A,上海市经济信息化委关于发布 《上海电力供应环境可持续性关键绩效指标报告 （2023年度）》的通知,2024-04-30,,上海,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;信息约束;消纳约束,价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;电力用户;虚拟电厂;数据中心,发电;输配电;售电;用电;调度运行;绿电绿证,输配电价;分时电价,绿电交易;需求响应,,监管处罚,双碳目标;绿色低碳,新型电力系统;储能;电力算力协同;虚拟电厂,并网条件影响;项目准入影响,聚合交易;绿电消费,并网消纳风险;合规监管风险,碳中和 上海市经济信息化委关于发布 《上海电力供应环境可持续性关键绩效指标报告 （2023年度）》的通知 为深入贯彻落实国家和我市关于碳达峰、碳中和的重大战略决策，扎实推进我市能源绿色低碳转型，加快构建新型电力系统，推动可持续高质量发展，我委会同相关部门和单位编写了《上海电力供应环境可持续性关键绩效指标报告（2023年度）》，现予以发布。 | 2024-04-30 上海市经济信息化委关于发布 《上海电力供应环境可持续性关键绩效指标报告 （2023年度）》的通知 信息公开受理/公众监督 信息公开受理 受理部门 上海市经济和信息化委员会 受理地点 上海市世博村路300号5号楼 受理时间 周一至周五 上午9:00-11:00 下午2:00-5:00 咨询电话 23112670 Fax:60801950  | 附件：上海电力供应环境可持续性关键绩效指标报告（2023 年度） 2024年 上海电力供应环境可持续性关键绩效指标报告 （2023年度） 2023年，上海电力供需平稳有序，电源侧进一步清洁化、低碳化，电网侧进一步坚强化、智能化，用户侧进一步灵活化、友好化，虚拟电厂持续深化应用，新型电力系统建设加速推进，上海电力供应环境可持续性关键绩效指标数据如下。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-78C667A747,国家能源局西北监管局关于报送2023年度电网企业和发电企业价格与成本信息的通知,2024-05-16,,西北区域,监管规则,现行有效,机器抽取,命令控制;信息披露;监管执法,准入条件;信息约束,,电网企业;发电企业,发电;输配电;售电;现货市场,,,电费结算,信息披露考核,,,成本疏导,,合规监管风险,国家能源局西北监管局关于报送2023年度电网企业和发电企业价格与成本信息的通知 国家能源局派出机构 国家能源局西北监管局 西北区域 监管规则 电网 电网 国家能源局西北监管局关于报送2023年度电网企业和发电企业价格与成本信息的通知 2024-05-16； | OCR文本待人工复核 国家能源局西北监管局关于报送2023年度电网企业和发电企业价格与成本信息的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 2024-05-16 10:01 来源：市场处 字体： 国家能源局西北监管局关于报送2023年度电网企业价格与成本信息的通知.pdf 国家能源局西北监管局关于报送2023年度发电 | 具体表格及报告模板请在西北能源监管局 网站“通知公告”栏目进行下载。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-99BECE515C,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17,2024-06-17,国务院令第432号,四川,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;履约约束;信息约束,补偿收益;绿色激励,电网企业;新能源企业;交易机构,输配电;售电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,市场形成价格;偏差价格,中长期交易;跨省跨区交易,电费结算;偏差结算;分摊机制,运行考核;偏差考核;信息披露考核;监管处罚,,,收益机制明确;成本疏导;市场风险暴露;项目准入影响,辅助服务收益,价格波动;偏差风险;政策状态风险;合规监管风险,关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17 国家能源局四川监管办公室 国家能源局四川监管办公室 四川 监管规则 电力市场 电力市场 关于印发《四川省电力市场秩序突出问题专项监管实施方案》的通知 2024-06-17； | OCR文本待人工复核 专项监管实施方案》的通知 --- 第 1 页 OCR --- 国家能源局四川监管办公室 川监能市场函［2024]44号 关于印发《四川省电力市场秩序突出问题 专项监管实施方案》的通知 国网四川省电力公司、四川电力交易中心，各有关电力企业： 根据《国家能源局综合司关于开展2024年电力市场秩序突 出问题专项监管的通知》《国家能源局综合司关 | 全国统一电力市场体系重点任务分工方案>的通知》工作要求， 结合四川实际，我办制定了《四川省电力市场秩序突出问题专项 监管实施方案》，现印发给你们，请遵照执行。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-6712165152,国家能源局浙江监管办公室关于发布浙江电网2024年7-9月份“两个细则”运行结果的通知 2024-12-18,2024-07-09,,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;监管执法,并网约束,补偿收益;试点示范,发电企业;新能源企业;交易机构,发电;输配电;调度运行;辅助服务,,跨省跨区交易,电费结算,运行考核,,,收益机制明确;成本疏导;并网条件影响;项目准入影响,辅助服务收益,并网消纳风险;合规监管风险,国家能源局浙江监管办公室关于发布浙江电网2024年7-9月份“两个细则”运行结果的通知 2024-12-18 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电网 电网 国家能源局浙江监管办公室关于发布浙江电网2024年7-9月份“两个细则”运行结果的通知 2024-12-18； | OCR文本待人工复核 2024年7-9月份两个细则运行结果的通知 --- 第 1 页 OCR --- 国家能源局浙江监管办公室文件 浙监能市场【2024］11号 国家能源局浙江监管办公室关于发布浙江电网 2024年7-9月份两个细则运行结果的通知 国网浙江省电力有限公司，浙江电力交易中心，各有关发电企业： 按照《华东区域发电厂并网运行管理实施细则》《华东区域 | 我办通过网站对 细则”运行结果进行了统计和计算，有关发电企业对运行结果数 据进行了核对。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-6AF7FE5926,国家能源局浙江监管办公室关于发布浙江电网2024年10-12月份“两个细则”运行结果的通知,2024-10-12,,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;信息披露;监管执法,并网约束;信息约束,补偿收益;绿色激励;试点示范,发电企业;新能源企业;储能企业;交易机构,发电;输配电;调度运行;辅助服务;现货市场;绿电绿证,,跨省跨区交易,电费结算;分摊机制,运行考核,,储能,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,辅助服务收益,并网消纳风险;合规监管风险,国家能源局浙江监管办公室关于发布浙江电网2024年10-12月份“两个细则”运行结果的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电网 电网 国家能源局浙江监管办公室关于发布浙江电网2024年10-12月份“两个细则”运行结果的通知 2025-04-15 国家能源局浙江监管办公室关于发布浙江电网2024年10-12月份“两个细则 | 国网浙江省电力公司按规定向我办报送了2024年10-12月份“两个细则”运行结果的明细清单。 | 我办通过网站对2024年10-12月份“两个细则”运行结果进行了公示。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-755A9B598E,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知,2025-01-03,,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;信息披露;监管执法,并网约束;信息约束,补偿收益;试点示范,发电企业;储能企业;交易机构,发电;输配电;调度运行;辅助服务,,跨省跨区交易,电费结算,运行考核,,储能,收益机制明确;成本疏导;并网条件影响;项目准入影响,辅助服务收益,并网消纳风险;合规监管风险,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电网 电网 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 2025-07-02； | OCR文本待人工复核 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知_国家能源局浙江监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 2025-09-04 14:42 来源：浙江监管办管理员 | 国网浙江省电力公司按规定向我办报送了2025年1-3月份“两个细则”运行结果的明细清单。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-EA3CB8F3CF,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知,2025-01-03,,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;信息披露;监管执法,并网约束;信息约束,补偿收益;试点示范,发电企业;储能企业;交易机构,发电;输配电;调度运行;辅助服务,,跨省跨区交易,电费结算,运行考核,,储能,收益机制明确;成本疏导;并网条件影响;项目准入影响,辅助服务收益,并网消纳风险;合规监管风险,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电网 电网 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 2025-07-02； | OCR文本待人工复核 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知_国家能源局浙江监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 2025-09-04 14:42 来源：浙江监管办管理员 | 国网浙江省电力公司按规定向我办报送了2025年1-3月份“两个细则”运行结果的明细清单。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-60B47C167C,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知,2025-01-03,,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;信息披露;监管执法,并网约束;信息约束,补偿收益;试点示范,发电企业;储能企业;交易机构,发电;输配电;调度运行;辅助服务,,跨省跨区交易,电费结算,运行考核,,储能,收益机制明确;成本疏导;并网条件影响;项目准入影响,辅助服务收益,并网消纳风险;合规监管风险,国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电网 电网 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 2025-09-04； | OCR文本待人工复核 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知_国家能源局浙江监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 国家能源局浙江监管办公室关于发布浙江电网2025年1-3月份“两个细则”运行结果的通知 2025-09-04 14:42 来源：浙江监管办管理员 | 国网浙江省电力公司按规定向我办报送了2025年1-3月份“两个细则”运行结果的明细清单。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-E6C404A9A8,浙江能源监管办关于认真贯彻落实《电网安全风险管控办法》的通知 2025-01-07,2025-01-07,,浙江,监管规则,现行有效,机器抽取,命令控制;规划引导;技术标准;信息披露;监管执法,并网约束;信息约束,试点示范,电网企业;发电企业;电力用户,发电;输配电;用电;调度运行;现货市场,,跨省跨区交易,,,,新型电力系统;电网规划,成本疏导;并网条件影响,,并网消纳风险;政策状态风险;合规监管风险,浙江能源监管办关于认真贯彻落实《电网安全风险管控办法》的通知 2025-01-07 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电网 电网 浙江能源监管办关于认真贯彻落实《电网安全风险管控办法》的通知 2025-01-07； | OCR文本待人工复核 风险管控办法》的通知 --- 第 1 页 OCR --- 国家能源局浙江监管办公室文件 浙监能安全［2024】21号 浙江能源监管办关于认真贯彻落实《电网安全 风险管控办法》的通知 国网浙江省电力有限公司、各地市供电公司，浙江省能源集团有 限公司，华能（浙江）能源开发有限公司，国家能源集团浙江电 力有限公司，大唐、华电集团浙江分公司，国 | 法》及时修订完善电网安全风险管控规章制度，细化风险识别、 二、及时修订完善相关管理制度 省电力公司及电力调度机构应结合工作实际，逐条对照《办 法》及时修订完善电网安全风险管控规章制度，细化风险识别、 风险定级、风险监视、风险控制、风险治理等环节的工作程序， 明确风险管控措施落实情况监督管理的具体要求。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-3623F08B0E,国家能源局浙江监管办公室关于发布浙江电网2025年4-6月份“两个细则”运行结果的通知,2025-04-06,,浙江,监管规则,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;信息披露;监管执法,并网约束;信息约束,补偿收益;试点示范,发电企业;新能源企业;储能企业;交易机构,发电;输配电;调度运行;辅助服务,,跨省跨区交易,电费结算,运行考核,,储能,收益机制明确;成本疏导;并网条件影响;项目准入影响,辅助服务收益,并网消纳风险;合规监管风险,国家能源局浙江监管办公室关于发布浙江电网2025年4-6月份“两个细则”运行结果的通知 国家能源局浙江监管办公室 国家能源局浙江监管办公室 浙江 监管规则 电网 电网 国家能源局浙江监管办公室关于发布浙江电网2025年4-6月份“两个细则”运行结果的通知 2025-09-04； | OCR文本待人工复核 国家能源局浙江监管办公室关于发布浙江电网2025年4-6月份“两个细则”运行结果的通知_国家能源局浙江监管办公室 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 国家能源局浙江监管办公室关于发布浙江电网2025年4-6月份“两个细则”运行结果的通知 2025-09-04 15:02 来源：浙江监管办管理员 | 国网浙江省电力公司按规定向我办报送了2025年4-6月份“两个细则”运行结果的明细清单。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-E67230368E,四川省能源局关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的通知,2025-05-22,,四川,官方政策,现行有效,机器抽取,命令控制;规划引导;财政金融;技术标准;信息披露,并网约束;信息约束,绿色激励;试点示范,新能源企业,输配电;用电;调度运行;现货市场,,,,,,新型电力系统,并网条件影响;项目准入影响,,并网消纳风险;合规监管风险,四川省能源局关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的通知 四川省发展和改革委员会 四川省发展和改革委员会 四川 官方政策 电网 电网; | 智能电网 四川省能源局关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的通知； | OCR文本待人工复核 四川省能源局关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的通知_通知公告_四川省发展和改革委员会 便民日历 智能问答 无障碍 个人中心 网站支持ipv6 搜 索 新闻中心 政府信息公开 政务服务 发改工作 党建工作 互动交流 专题专栏 数据发布 基本信息公开 通知公告 四川省能源局关于征集智能电网国家科技重大专项20,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-CC59936556,关于印发《四川省电网侧新型储能项目清单（2025年度）》的通知(川发改能源〔2025〕309号),2025-07-11,川发改能源〔2025〕309号,四川,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;信息披露;监管执法,并网约束;信息约束,试点示范,电网企业;储能企业,发电;输配电;调度运行,,,,,,新型电力系统;储能,并网条件影响;市场风险暴露;项目准入影响,,并网消纳风险;合规监管风险,关于印发《四川省电网侧新型储能项目清单（2025年度）》的通知(川发改能源〔2025〕309号) 四川省发展和改革委员会 四川省发展和改革委员会 四川 官方政策 电网; | 电网 关于印发《四川省电网侧新型储能项目清单（2025年度）》的通知(川发改能源〔2025〕309号) 关于印发《四川省电网侧新型储能项目清单（2025年度）》的通知(川发改能源〔2025〕309号)_通知公告_四川省发展和改革委员会 便民日历 智能问答 无障碍 个人中心 网站支持ipv6 搜 索 新闻中心 政府信息公开 政务服务 发改工作 党建工作 互动交 | 相关市（州）能源行业主管部门要强化项目调度，按月报送项目进展情况，自本通知印发之日起 年内未实质性开工建设的项目，将予以调出项目清单。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-717F870021,四川省能源局 国家能源局四川监管办公室关于进一步加强我省电网建设项目质量监督和启动验收管理的通知,2025-07-22,,四川,官方政策,现行有效,机器抽取,命令控制;技术标准;信息披露;监管执法,准入条件;并网约束;信息约束,试点示范,电网企业,输配电;用电;调度运行;现货市场,,,分摊机制,信息披露考核,,电网规划,并网条件影响,,并网消纳风险;政策状态风险;合规监管风险,四川省能源局 国家能源局四川监管办公室关于进一步加强我省电网建设项目质量监督和启动验收管理的通知 四川省发展和改革委员会 四川省发展和改革委员会 四川 官方政策 电网 电网 四川省能源局 国家能源局四川监管办公室关于进一步加强我省电网建设项目质量监督和启动验收管理的通知 四川省能源局 国家能源局四川监管办公室关于进一步加强我省电网建设项目质量监督和启动验收管 | （一）质量监督机构 一、加强电网建设项目质量监督管理 （一）质量监督机构 根据国家能源局《关于进一步明确电力建设工程质量监督机构业务工作的通知》（国能函安全〔 2020 号）、《关于公布电力建设工程质量监督机构名录的通知》（国能综通安全〔 2022 号）规定，四川省电力建设工程质量监督中心站（以下简称省电力质监中心站）负责四川省内电网建设项目质量监督工作。 | 省电力质监中心站及其在各市（州）设立的项目站（分站）按照电压等级、核准（审批）层级、行政区域等具体实施电网建设项目质量监督。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-8B017B6B7F,山西省能源局 国家能源局山西监管办公室 国网山西省电力有限公司关于进一步加强新能源配套送出工程管理推动新能源高质量发展的通知,2025-08-18,晋能源新能源发〔2025〕161号,山西,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业,发电;输配电;调度运行,输配电价,,分摊机制,,双碳目标;绿色低碳,新型电力系统;储能;电网规划,收益机制明确;成本疏导;并网条件影响;项目准入影响,,偏差风险;并网消纳风险;合规监管风险,山西省能源局 国家能源局山西监管办公室 国网山西省电力有限公司关于进一步加强新能源配套送出工程管理推动新能源高质量发展的通知 山西省能源局 山西省能源局-政策文件检索电力 山西 官方政策 高质量发展; | 新能源 高质量发展 山西省能源局 国家能源局山西监管办公室 国网山西省电力有限公司关于进一步加强新能源配套送出工程管理推动新能源高质量发展的通知 山西省能源局 国家能源局 山西省人民政府 切換到繁體 无障碍浏览 首 页 政务公开 政务服务 机关党建 互动交流 政府信息公开 法定主动公开目录 最新文件 标 题： 山西省能源局 国家能源局山西监管办公室 国网山西 | 一、总体要求 一、总体要求 深入贯彻习近平新时代中国特色社会主义思想，全面落实国家“碳达峰、碳中和”战略目标，坚持以“统筹规划、协同建设、公平开放、共享共用”为原则，规范新能源配套送出工程投资建设、运营管理和开放共享机制，推动新能源项目与配套电网工程同步规划、同步建设、同步投运。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-F3F5060517,四川省发展和改革委员会关于地方电网居民生活用电执行低谷电价政策有关事项的通知,2025-08-27,,四川,官方政策,现行有效,机器抽取,技术标准;信息披露,准入条件;并网约束;信息约束,价格激励;试点示范,电网企业,发电;输配电;售电;用电;调度运行,输配电价;分时电价,,分摊机制,,,,成本疏导;项目准入影响,,合规监管风险,四川省发展和改革委员会关于地方电网居民生活用电执行低谷电价政策有关事项的通知 四川省发展和改革委员会 四川省发展和改革委员会 四川 官方政策 电网 电网 四川省发展和改革委员会关于地方电网居民生活用电执行低谷电价政策有关事项的通知 四川省发展和改革委员会关于地方电网居民生活用电执行低谷电价政策有关事项的通知_通知公告_四川省发展和改革委员会 便民日历 智能问 | 一、实施范围 一、实施范围 全省地方电网供区内执行 一户一表 阶梯电价的居民用户。 | 地方电网企业计量抄表到户 阶梯电价的 自愿选择 执行阶梯电价， 标准执行 （含价格水平、阶梯电量等） 。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-A3BBD32046,关于印发《四川省电网侧新型储能项目清单（2025年第二批）》的通知(川发改能源〔2025〕518号),2025-10-24,川发改能源〔2025〕518号,四川,官方政策,现行有效,机器抽取,市场机制;财政金融;信息披露,并网约束;信息约束,试点示范,电网企业;储能企业;微电网主体,输配电;调度运行,,,,,能源安全,储能,并网条件影响;市场风险暴露;项目准入影响,园区微电网,并网消纳风险;合规监管风险,关于印发《四川省电网侧新型储能项目清单（2025年第二批）》的通知(川发改能源〔2025〕518号) 四川省发展和改革委员会 四川省发展和改革委员会 四川 官方政策 电网; | 电网 关于印发《四川省电网侧新型储能项目清单（2025年第二批）》的通知(川发改能源〔2025〕518号) 关于印发《四川省电网侧新型储能项目清单（2025年第二批）》的通知(川发改能源〔2025〕518号)_通知公告_四川省发展和改革委员会 便民日历 智能问答 无障碍 个人中心 网站支持ipv6 搜 索 新闻中心 政府信息公开 政务服务 发改工作 党建工作 | 请项目业主按照市场化原则加快推进项目实施，争取早日建成投运。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-B841DF8667,华中能源监管局关于公开征求《川渝藏省间电力互济交易实施细则（征求意见稿）》意见的通知,2026-04-30,,华中区域,监管规则,征求意见,机器抽取,命令控制;市场机制;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;履约约束;信息约束;消纳约束,补偿收益;价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;储能企业;售电公司;电力用户;交易机构;虚拟电厂;微电网主体,发电;输配电;售电;用电;调度运行;辅助服务;现货市场;中长期市场;绿电绿证,输配电价;市场形成价格;偏差价格,中长期交易;现货交易;辅助服务交易;跨省跨区交易,电费结算;偏差结算;分摊机制;周期结算,偏差考核;信息披露考核,新能源消纳;能源安全,源网荷储;储能;电网规划;虚拟电厂,收益机制明确;成本疏导;并网条件影响;市场风险暴露;项目准入影响,聚合交易;辅助服务收益;园区微电网,价格波动;偏差风险;并网消纳风险;政策状态风险;合规监管风险,华中能源监管局关于公开征求《川渝藏省间电力互济交易实施细则（征求意见稿）》意见的通知 国家能源局派出机构 国家能源局华中监管局 华中区域 监管规则 省间交易 实施细则; | 省间 华中能源监管局关于公开征求《川渝藏省间电力互济交易实施细则（征求意见稿）》意... 2026-04-30 华中能源监管局关于公开征求《川渝藏省间电力互济交易实施细则（征求意见稿）》意见的通知 设为首页 工作邮箱 机构概览 动态要闻 信息公开 在线办事 互动回应 专题专栏 2026-04-30 09:33 来源：国家能源局华中监管局 字体： 为助力全国统 | 欢迎有关单位和个人提出宝贵意见，于 日前发送至 schzj@nea.gov.cn ，并请注明单位、姓名及联系方式。,规则词典_v1,待人工复核,2026-05-05 01:24:21
AUTO-20260502-94192CD7A5,关于促进可再生能源绿色电力证书市场高质量发展的意见(发改能源〔2025〕262号),2025-03-18,发改能源〔2025〕262号,全国,官方政策,现行有效,机器抽取,命令控制;市场机制;规划引导;财政金融;技术标准;信息披露;监管执法,准入条件;并网约束;信息约束;消纳约束,价格激励;绿色激励;试点示范,电网企业;发电企业;新能源企业;交易机构;微电网主体;数据中心,发电;输配电;售电;调度运行;中长期市场;绿电绿证,市场形成价格,绿电交易;跨省跨区交易,周期结算,,绿色低碳;能源安全,电力算力协同;分布式光伏,收益机制明确;并网条件影响;项目准入影响,自发自用余电上网;聚合交易;绿电消费;园区微电网,并网消纳风险;合规监管风险,关于促进可再生能源绿色电力证书市场高质量发展的意见(发改能源〔2025〕262号) 国家发展改革委 国家发展改革委-政策通知 全国 官方政策 高质量发展; | 绿电 高质量发展 关于促进可再生能源绿色电力证书市场高质量发展的意见(发改能源〔2025〕262号) 【关于促进可再生能源绿色电力证书市场高质量发展的意见(发改能源〔2025〕262号)】-国家发展和改革委员会 政务公开 关于促进可再生能源绿色电力证书市场高质量发展的意见(发改能源〔2025〕262号) 发布时间：2025/03/18 来源： 能源局 [ 打 | 为贯彻落实《中华人民共和国能源法》有关规定，加快建立绿色能源消费促进机制，推动绿证市场高质量发展，进一步提升全社会绿色电力消费水平，提出以下意见。,规则词典_v1,待人工复核,2026-05-05 01:24:21
