切片编号,资料编号,切片序号,文件标题,发布机构,采集来源机构,发布日期,文号,适用地区,市场主题,来源类型,权威等级,有效状态,时间权重等级,检索权重,切片类型,章节标题,正文片段,字符数,原文链接,本地文本路径,向量入库状态
CHUNK-AUTO-20260427-344B99BC3D-0026-1CAB8336,AUTO-20260427-344B99BC3D,26,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,（一）交易上限。,"（一）交易上限。
各交易单元的年度交易电量按以下方法计算：
电能量可交易电量上限=近三年同期月份该类型机组平均发电小时数×装机容量×（1-新能源交易单元机制电量比例）。
绿证（绿色环境价值）可交易电量上限=近三年同期月份该类型机组平均发电小时数×装机容量×（1-新能源交易单元机制电量比例）。
开展绿电交易时，售电公司、市场购电批发用户及新能源发电主体绿电电能量部分与常规电能量交易共用上限。",196,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0027-49FA329E,AUTO-20260427-344B99BC3D,27,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,（二）交易模式。,"（二）交易模式。
新能源发电主体与售电公司（或直接参与绿电批发交易的电力用户）可在绿电双边协商交易中同时交易电能量、绿证（绿色环境价值），需在合约中约定电能量及绿证（绿色环境价值）的交易价格、交易电量、分解曲线以及绿证（绿色环境价值）偏差结算价格系数等要素。
年度绿电双边协商交易可提交浮动定价合同，浮动定价合同的电能量价格与绿证（绿色环境价值）价格以年度绿电双边协商交易的电能量均价与绿证（绿色环境价值）均价为基准，按照比例或固定价格上下浮动，在年度绿电双边协商交易结束后参与年度绿电双边协商交易均价计算。",254,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0028-B1B10848,AUTO-20260427-344B99BC3D,28,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,（三）合同签订。,"（三）合同签订。
年度绿电双边协商交易期间，交易双方完成申报确认时，由交易系统生成电子合同文本，交易双方在12月30日前通过交易系统完成电子合同签订手续，逾期未完成合同签订的，以广东电力交易中心发布的交易结果作为执行依据。",111,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0029-1EAEDA4A,AUTO-20260427-344B99BC3D,29,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,六、电网代购市场电量,"六、电网代购市场电量
采用挂牌交易的模式组织代购市场电量交易。将电网企业预测的年度及分月代购市场电量规模，乘以上限系数后作为挂牌电量，按照燃煤、燃气机组年度分月市场交易电量上限占比安排至各市场机组，作为其参与代购电量市场交易上限。
对于作为市场代购电源的地调热电联产火电机组，原则上按照“以热定电”原则安排发电；省内自备电厂煤机优先满足自备生产所需负荷，余量部分根据系统运行需要安排发电；煤电应急备用电源按照相关规定调用发电时，调用时段电量电价按同时段最短周期电力市场交易电价水平确定。",243,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0030-E7F7EB6E,AUTO-20260427-344B99BC3D,30,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,（一）各相关发电企业要在确保安全情况下，加快推动在建骨干电源项目建成投产。对于机组实际投产时间晚于省下达的在建骨干电源投产计划时间要求的，调度机构应将在建骨干电,"七、其他事项
（一）各相关发电企业要在确保安全情况下，加快推动在建骨干电源项目建成投产。对于机组实际投产时间晚于省下达的在建骨干电源投产计划时间要求的，调度机构应将在建骨干电源投产计划时间要求作为应投产时间纳入有效容量计算。",112,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0031-C188666D,AUTO-20260427-344B99BC3D,31,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,（二）鲤鱼江电厂转供湖南期间，保留省内市场机组资格，仅限参与发电合同出让交易，按照必停机组参与现货市场出清，视同实际上网电量为零、市场代购电量为零进行结算，并按,（二）鲤鱼江电厂转供湖南期间，保留省内市场机组资格，仅限参与发电合同出让交易，按照必停机组参与现货市场出清，视同实际上网电量为零、市场代购电量为零进行结算，并按省内市场规则参与分摊。,91,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0032-9B3156EA,AUTO-20260427-344B99BC3D,32,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,（三）2026年按相关政策要求退役关停、发电业务许可证到期等机组，其市场化交易电量和代购电量处理按照有关市场规则执行。,"（三）2026年按相关政策要求退役关停、发电业务许可证到期等机组，其市场化交易电量和代购电量处理按照有关市场规则执行。
附件：1.2025年12月—2026年广东省骨干电源投产计划",90,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0033-6117C3FA,AUTO-20260427-344B99BC3D,33,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,4.2026年核电市场机组分月基数电量表,"2.2025年12月—2026年110kV及以上新能源投产清单
3.2026年度交易基本参数表
4.2026年核电市场机组分月基数电量表
广东省能源局
2025年12月3日
相关附件：
附件1-4.pdf
相关导读:
打印文档
相关网站
广东省投资项目在线审批监管平台
信用广东网
广东省招标投标监管网
粤港澳大湾区门户网
委管局/直属单位
广东省粮食和物资储备局
广东省发展和改革研究院（广东省产业发展研...
广东省发展和改革委员会价格认定中心
广东省价格成本调查队
广东省价格监测中心
广东省投资和信用中心（广东省发展和改革事...
省直单位",274,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0034-A9DF9ABD,AUTO-20260427-344B99BC3D,34,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,4.2026年核电市场机组分月基数电量表,"广东省价格监测中心
广东省投资和信用中心（广东省发展和改革事...
省直单位
广东省人民政府办公厅
广东省教育厅
广东省科学技术厅",65,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0035-B0465795,AUTO-20260427-344B99BC3D,35,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,4.2026年核电市场机组分月基数电量表,"广东省工业和信息化厅
广东省民族宗教事务委员会
广东省公安厅
广东省民政厅
广东省司法厅
广东省财政厅
广东省人力资源和社会保障厅
广东省自然资源厅
广东省生态环境厅
广东省住房和城乡建设厅
广东省交通运输厅
广东省水利厅
广东省农业农村厅
广东省商务厅
广东省文化和旅游厅
广东省卫生健康委员会
广东省退役军人事务厅
广东省应急管理厅
广东省审计厅
地市发改局（委）
广州市发展改革委
深圳市发展改革委
珠海市发展改革局
汕头市发展改革局
佛山市发展改革局
韶关市发展改革局
河源市发展改革局
梅州市发展改革局
惠州市发展改革局
汕尾市发展改革局",274,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0036-00DB5979,AUTO-20260427-344B99BC3D,36,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,4.2026年核电市场机组分月基数电量表,"改革局
河源市发展改革局
梅州市发展改革局
惠州市发展改革局
汕尾市发展改革局
东莞市发展改革局
中山市发展改革局
江门市发展改革局
阳江市发展改革局",75,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0037-7EA16F39,AUTO-20260427-344B99BC3D,37,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,4.2026年核电市场机组分月基数电量表,"湛江市发展改革局
茂名市发展改革局
肇庆市发展改革局
清远市发展改革局
潮州市发展改革局
揭阳市发展改革局
云浮市发展改革局
国家及省市发改委
中华人民共和国国家发展和改革委员会
北京市发展改革委
天津市发展改革委
河北省发展改革委
山西省发展改革委
内蒙古自治区发展改革委
辽宁省发展改革委
吉林省发展改革委
黑龙江省发展改革委
上海市发展改革委
江苏省发展改革委
浙江省发展改革委
安徽省发展改革委
江西省发展改革委
福建省发展改革委
山东省发展改革委
广西壮族自治区发展改革委
湖南省发展改革委
湖北省发展改革委
河南省发展改革委
四川省发展改革委",277,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0038-4039DC33,AUTO-20260427-344B99BC3D,38,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,4.2026年核电市场机组分月基数电量表,"改革委
湖南省发展改革委
湖北省发展改革委
河南省发展改革委
四川省发展改革委
重庆市发展改革委
云南省发展改革委
贵州省发展改革委",66,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-344B99BC3D-0039-426A5495,AUTO-20260427-344B99BC3D,39,广东省发展和改革委员会 - 广东省能源局关于做好2026年电力市场年度交易工作的通知,广东省能源局,广东省能源局,2025-12-03,粤能电力〔2021〕82号,广东,电力市场,官方政策,A,现行有效,10,95,正文,4.2026年核电市场机组分月基数电量表,"西藏自治区发展改革委
陕西省发展改革委
甘肃省发展改革委
青海省发展改革委
新疆维吾尔自治区发展改革委
宁夏回族自治区发展改革委
海南省发展改革委
其他链接
中国发展网
中国普法网
关于本站
技术支持
隐私保护
版权声明
承办单位：广东省投资和信用中心
地址：广州市东风中路305号5号楼（邮编：510031）
业务咨询电话：020-12345
粤ICP备2022065133号-4
粤公网安备 44010402001448号
网站标识码4400000058",229,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,03_处理后文本\2025-12-03_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局关于做好2026年电力市场年度交易工作的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0001-98D8459F,AUTO-20260427-EF110663B6,1,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,,"广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知
返回主站
您所在的位置：
广东省能源局
通知公告
广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知
信息来源：省能源局电力处
时间：2025-10-28 18:30:01
字体：
[大]
[中]
[小]
各地级以上市发展改革局（委）、广州市工业和信息化局、惠州市能源和重点项目局，广东电网公司、深圳供电局有限公司，广东电力交易中心、广东省电力调度中心，各电力市场成员：",265,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0002-7108F7CE,AUTO-20260427-EF110663B6,2,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,,"为贯彻落实国家和省关于深化电力市场化改革的部署要求，完善电力市场年度交易工作，有序推进电力市场年度交易常态化开展，我们研究制定了《广东电力市场常态化开展年度交易实施方案》，现印发给你们，请认真组织实施。
广东省能源局 国家能源局南方监管局
2025年10月20日
相关附件：",137,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0003-67E33DE4,AUTO-20260427-EF110663B6,3,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,广东电力市场常态化开展年度交易实施方案.pdf,"广东电力市场常态化开展年度交易实施方案.pdf
相关导读:
打印文档
相关网站
广东省投资项目在线审批监管平台
信用广东网
广东省招标投标监管网
粤港澳大湾区门户网
委管局/直属单位
广东省粮食和物资储备局
广东省发展和改革研究院（广东省产业发展研...
广东省发展和改革委员会价格认定中心
广东省价格成本调查队
广东省价格监测中心
广东省投资和信用中心（广东省发展和改革事...
省直单位
广东省人民政府办公厅
广东省教育厅
广东省科学技术厅
广东省工业和信息化厅
广东省民族宗教事务委员会
广东省公安厅
广东省民政厅
广东省司法厅
广东省财政厅",274,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0004-4D8AF88C,AUTO-20260427-EF110663B6,4,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,广东电力市场常态化开展年度交易实施方案.pdf,"东省民族宗教事务委员会
广东省公安厅
广东省民政厅
广东省司法厅
广东省财政厅
广东省人力资源和社会保障厅
广东省自然资源厅
广东省生态环境厅",71,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0005-8F7F663C,AUTO-20260427-EF110663B6,5,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,广东电力市场常态化开展年度交易实施方案.pdf,"广东省住房和城乡建设厅
广东省交通运输厅
广东省水利厅
广东省农业农村厅
广东省商务厅
广东省文化和旅游厅
广东省卫生健康委员会
广东省退役军人事务厅
广东省应急管理厅
广东省审计厅
地市发改局（委）
广州市发展改革委
深圳市发展改革委
珠海市发展改革局
汕头市发展改革局
佛山市发展改革局
韶关市发展改革局
河源市发展改革局
梅州市发展改革局
惠州市发展改革局
汕尾市发展改革局
东莞市发展改革局
中山市发展改革局
江门市发展改革局
阳江市发展改革局
湛江市发展改革局
茂名市发展改革局
肇庆市发展改革局
清远市发展改革局
潮州市发展改革局",271,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0006-6FC4DE50,AUTO-20260427-EF110663B6,6,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,广东电力市场常态化开展年度交易实施方案.pdf,"改革局
茂名市发展改革局
肇庆市发展改革局
清远市发展改革局
潮州市发展改革局
揭阳市发展改革局
云浮市发展改革局
国家及省市发改委",66,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0007-6E701B71,AUTO-20260427-EF110663B6,7,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,广东电力市场常态化开展年度交易实施方案.pdf,"中华人民共和国国家发展和改革委员会
北京市发展改革委
天津市发展改革委
河北省发展改革委
山西省发展改革委
内蒙古自治区发展改革委
辽宁省发展改革委
吉林省发展改革委
黑龙江省发展改革委
上海市发展改革委
江苏省发展改革委
浙江省发展改革委
安徽省发展改革委
江西省发展改革委
福建省发展改革委
山东省发展改革委
广西壮族自治区发展改革委
湖南省发展改革委
湖北省发展改革委
河南省发展改革委
四川省发展改革委
重庆市发展改革委
云南省发展改革委
贵州省发展改革委
西藏自治区发展改革委
陕西省发展改革委
甘肃省发展改革委
青海省发展改革委",270,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0008-0ACDEC2D,AUTO-20260427-EF110663B6,8,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,广东电力市场常态化开展年度交易实施方案.pdf,"委
西藏自治区发展改革委
陕西省发展改革委
甘肃省发展改革委
青海省发展改革委
新疆维吾尔自治区发展改革委
宁夏回族自治区发展改革委
海南省发展改革委",75,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-EF110663B6-0009-A2DF190A,AUTO-20260427-EF110663B6,9,广东省发展和改革委员会 - 广东省能源局 国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知,广东省能源局,广东省能源局,2025-10-28,,广东,电力市场,官方政策,A,现行有效,13,92,正文,广东电力市场常态化开展年度交易实施方案.pdf,"其他链接
中国发展网
中国普法网
关于本站
技术支持
隐私保护
版权声明
承办单位：广东省投资和信用中心
地址：广州市东风中路305号5号楼（邮编：510031）
业务咨询电话：020-12345
粤ICP备2022065133号-4
粤公网安备 44010402001448号
网站标识码4400000058",155,https://drc.gd.gov.cn/snyj/tzgg/content/post_4790294.html,03_处理后文本\2025-10-28_广东_广东省能源局_广东省发展和改革委员会_-_广东省能源局_国家能源局南方监管局关于印发《广东电力市场常态化开展年度交易实施方案》的通知.txt,待入库
CHUNK-AUTO-20260427-ED15D5C741-0001-C4081A25,AUTO-20260427-ED15D5C741,1,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,广东省能源局,广东省能源局,2025-09-30,,广东,新能源;计量结算,官方政策,A,现行有效,14,91,正文,,"广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知
返回主站
您所在的位置：
广东省能源局
通知公告
广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知
信息来源：省能源局新能源处
时间：2025-09-30 19:15:53
字体：
[大]
[中]
[小]
各地级以上市发展改革局（委），惠州市能源和重点项目局，广东电网公司、深圳供电局：",200,https://drc.gd.gov.cn/snyj/tzgg/content/post_4781135.html,03_处理后文本\2025-09-30_广东_广东省能源局_广东省发展和改革委员会_-_广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知.txt,待入库
CHUNK-AUTO-20260427-ED15D5C741-0002-27D853D7,AUTO-20260427-ED15D5C741,2,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,广东省能源局,广东省能源局,2025-09-30,,广东,新能源;计量结算,官方政策,A,现行有效,14,91,正文,,《国家发展改革委 国家能源局关于深化新能源上网电价市场化改革 促进新能源高质量发展的通知》（发改价格〔2025〕136号）、《广东省发展改革委 广东省能源局关于印发〈关于深化新能源上网电价市场化改革促进新能源高质量发展的实施方案〉的通知》（粤发改价格〔2025〕263号）提出，建立新能源可持续发展价格结算机制，以2025年6月1日为节点划分存量项目和增量项目，实行不同政策。为组织存量项目申报工作，有关事项通知如下：,209,https://drc.gd.gov.cn/snyj/tzgg/content/post_4781135.html,03_处理后文本\2025-09-30_广东_广东省能源局_广东省发展和改革委员会_-_广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知.txt,待入库
CHUNK-AUTO-20260427-ED15D5C741-0003-5C383148,AUTO-20260427-ED15D5C741,3,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,广东省能源局,广东省能源局,2025-09-30,,广东,新能源;计量结算,官方政策,A,现行有效,14,91,正文,1.项目已依法依规完成核准（备案）；,"一、申报存量项目范围及条件
（一）陆上风电、光伏发电项目。同时满足以下条件的陆上风电、光伏发电项目可申报存量项目：
1.项目已依法依规完成核准（备案）；",76,https://drc.gd.gov.cn/snyj/tzgg/content/post_4781135.html,03_处理后文本\2025-09-30_广东_广东省能源局_广东省发展和改革委员会_-_广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知.txt,待入库
CHUNK-AUTO-20260427-ED15D5C741-0004-431885FF,AUTO-20260427-ED15D5C741,4,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,广东省能源局,广东省能源局,2025-09-30,,广东,新能源;计量结算,官方政策,A,现行有效,14,91,正文,2.项目已于2025年6月1日前投产，取得国家能源局南方监管局出具的电力业务许可证、电力质量监督机构出具的质量监督报告、电网企业出具的并网验收意见等证明文件，其,2.项目已于2025年6月1日前投产，取得国家能源局南方监管局出具的电力业务许可证、电力质量监督机构出具的质量监督报告、电网企业出具的并网验收意见等证明文件，其中6兆瓦以下的项目仅需提交电网企业出具的并网验收意见。,107,https://drc.gd.gov.cn/snyj/tzgg/content/post_4781135.html,03_处理后文本\2025-09-30_广东_广东省能源局_广东省发展和改革委员会_-_广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知.txt,待入库
CHUNK-AUTO-20260427-ED15D5C741-0005-4A2D9D17,AUTO-20260427-ED15D5C741,5,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,广东省能源局,广东省能源局,2025-09-30,,广东,新能源;计量结算,官方政策,A,现行有效,14,91,正文,（二）海上风电项目。满足以下条件的海上风电项目可申报存量项目，项目已于2025年6月1日前通过竞争性配置等方式确定业主。,"（二）海上风电项目。满足以下条件的海上风电项目可申报存量项目，项目已于2025年6月1日前通过竞争性配置等方式确定业主。
上述两类项目中，对于接入电网电压等级10千伏及以上的项目，由地市能源主管部门会同电网企业按照本通知要求组织项目单位申报；其他项目由电网企业汇总，项目单位可向当地电网企业查询。",148,https://drc.gd.gov.cn/snyj/tzgg/content/post_4781135.html,03_处理后文本\2025-09-30_广东_广东省能源局_广东省发展和改革委员会_-_广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知.txt,待入库
CHUNK-AUTO-20260427-ED15D5C741-0006-92602C61,AUTO-20260427-ED15D5C741,6,广东省发展和改革委员会 - 广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知,广东省能源局,广东省能源局,2025-09-30,,广东,新能源;计量结算,官方政策,A,现行有效,14,91,正文,（一）可将项目核准（备案）容量变更为2025年6月1日前已投产容量。对于已纳入《广东省能源局关于下达2023年地面集中式光伏电站开发建设方案的通知》（粤能新能〔,"二、部分容量投产项目申报要求
对于未在2025年6月1日前全部容量投产的项目，按照以下要求申报：
（一）可将项目核准（备案）容量变更为2025年6月1日前已投产容量。对于已纳入《广东省能源局关于下达2023年地面集中式光伏电站开发建设方案的通知》（粤能新能〔2023〕25号）的地面集中式光伏发电项目，剩余容量可重新备案，作为增量项目执行，并承诺于2026年6月30日前全部建成投产，通过原有送出线路接入电网，不新建送出通道，逾期未建成容量自动放弃（承诺函见附件1）。",234,https://drc.gd.gov.cn/snyj/tzgg/content/post_4781135.html,03_处理后文本\2025-09-30_广东_广东省能源局_广东省发展和改革委员会_-_广东省发展改革委关于申报新能源可持续发展价格结算机制存量项目的通知.txt,待入库
